id,name,gender
12513,Lavinia,f
12514,Lavone,f
12515,Lavonne,f
12516,Lavr,m
12517,Lavra,f
12518,Lavrenti,m
12519,Lavrentios,m
12520,Lavrentiy,m
12521,Lavrenty,m
12522,Law,m
12523,Lawahiz,f
12524,Lawan,f
12525,Lawanda,f
12526,Lawrence,m
12527,Lawrie,m
12528,Lawson,m
12529,Laxman,m
12530,Laxmi,fm
12531,Layla,f
12532,Layne,m
12533,Layton,m
12534,Laz,m
12535,Lázár,m
12536,Lazăr,m
12537,Lazar,m
12538,Lazare,m
12539,Lázaro,m
12540,Lazaros,m
12541,Lazarus,m
12542,Lazer,m
12543,Lazzaro,m
12544,Léa,f
12545,Lea,f
12546,Leachlainn,m
12547,Leah,f
12548,Léan,f
12549,Léana,f
12550,Leander,m
12551,Leandra,f
12552,Léandre,m
12553,Leandro,m
12554,Leandros,m
12555,Léane,f
12556,Leanid,m
12557,Leann,f
12558,Leanna,f
12559,Leanne,f
12560,Leanora,f
12561,Lear,m
12562,Leary,m
12563,Leatrice,f
12564,Lebanah,m
12565,Leberecht,m
12566,Lebogang,mf
12567,Lebohang,mf
12568,Lebron,m
12569,Lech,m
12570,Lechosław,m
12571,Lechosława,f
12572,Lecia,f
12573,Leda,f
12574,Lee,mf
12575,Leeann,f
12576,Leeba,f
12577,Leela,f
12578,Leelo,f
12579,Leena,f
12580,Leesa,f
12581,Leevi,m
12582,Lefteris,m
12583,Legend,m
12584,Legolas,m
12585,Lehi,m
12586,Lehua,fm
12587,Lei,mf
12588,Leia,f
12589,Leida,f
12590,Leif,m
12591,Leifr,m
12592,Leifur,m
12593,Leigh,fm
12594,Leighton,fm
12595,Leigong,m
12596,Leila,f
12597,Leilah,f
12598,Leilani,fm
12599,Leili,f
12600,Leimomi,f
12601,Leir,m
12602,Leire,f
12603,Leith,mf
12604,Leiv,m
12605,Lėja,f
12606,Lejla,f
12607,Lekan,m
12608,Lela,f
12609,Leland,m
12610,Lelia,f
12611,Lelio,m
12612,Lelisa,m
12613,Lelise,f
12614,Lelle,m
12615,Lemminkäinen,m
12616,Lemoine,m
12617,Lempi,f
12618,Lemuel,m
12619,Len,m
12620,Léna,f
12621,Lena,f
12622,Lénárd,m
12623,Lenard,m
12624,Lenart,m
12625,Lencho,m
12626,Lene,f
12627,Leni,f
12628,Lenka,f
12629,Lenn,m
12630,Lennard,m
12631,Lennart,m
12632,Lenni,m
12633,Lennie,mf
12634,Lennon,mf
12635,Lennox,mf
12636,Lenny,m
12637,Lenora,f
12638,Lenore,f
12639,Lenox,m
12640,Lenuța,f
12641,Lenz,m
12642,Léo,m
12643,Leo,m
12644,Leobwin,m
12645,Leocádia,f
12646,Leocadia,f
12647,Leocadio,m
12648,Leocadius,m
12649,Leofdæg,m
12650,Leofflæd,f
12651,Leofgyð,f
12652,Leofric,m
12653,Leofsige,m
12654,Leofstan,m
12655,Leofwine,m
12656,Leokadia,f
12657,Leola,f
12658,Leolin,m
12659,Leoluca,m
12660,Léon,m
12661,León,m
12662,Leon,m
12663,Leona,f
12664,Léonard,m
12665,Leonard,m
12666,Leonarda,f
12667,Leonardas,m
12668,Leonardo,m
12669,Leonas,m
12670,Léonce,mf
12671,Leoncio,m
12672,Léone,f
12673,Leone,mf
12674,Léonel,m
12675,Leonel,m
12676,Leonhard,m
12677,Leonia,f
12678,Leonid,m
12679,Leonida,m
12680,Leonidas,m
12681,Léonide,mf
12682,Leonīds,m
12683,Léonie,f
12684,Leonie,f
12685,Leonius,m
12686,Léonne,f
12687,Leonor,f
12688,Leonora,f
12689,Leonore,f
12690,Leonti,m
12691,Leontia,f
12692,Leontina,f
12693,Léontine,f
12694,Leontios,m
12695,Leontius,m
12696,Leontiy,m
12697,Leonty,m
12698,Leontýna,f
12699,Leontyne,f
12700,Leonzio,m
12701,Léopold,m
12702,Leopold,m
12703,Léopoldine,f
12704,Leopoldo,m
12705,Leoš,m
12706,Ler,m
12707,Lera,f
12708,Lerato,f
12709,Leroi,m
12710,Leroy,m
12711,Les,m
12712,Lesedi,f
12713,Lesego,mf
12714,Lesia,f
12715,Lesław,m
12716,Lesława,f
12717,Lesleigh,f
12718,Lesley,fm
12719,Leslie,fm
12720,Lesly,f
12721,Lessie,f
12722,Lestari,f
12723,Lestat,m
12724,Lester,m
12725,Lesya,f
12726,Leszek,m
12727,Leta,f
12728,Letha,f
12729,Letícia,f
12730,Leticia,f
12731,Letîf,m
12732,Letitia,f
12733,Letizia,f
12734,Leto,f
12735,Lettice,f
12736,Lettie,f
12737,Letty,f
12738,Leucippus,m
12739,Leudagar,m
12740,Leudbald,m
12741,Leudoberct,m
12742,Leui,m
12743,Leukippos,m
12744,Leutgard,f
12745,Leuthar,m
12746,Leutwin,m
12747,Lev,m
12748,Levan,m
12749,Levana,f
12750,Levent,m
12751,Levente,m
12752,Levi,m
12753,Levin,m
12754,Levon,m
12755,Lew,m
12756,Lewella,f
12757,Lewi,m
12758,Lewin,m
12759,Lewis,m
12760,Lex,m
12761,Lexa,f
12762,Lexi,f
12763,Lexia,f
12764,Lexie,f
12765,Lexine,f
12766,Lexus,f
12767,Lexy,f
12768,Leyla,f
12769,Leyre,f
12770,Leyton,m
12771,Lhamo,fm
12772,Li,fm
12773,Lía,f
12774,Lia,f
12775,Líadáin,f
12776,Líadan,f
12777,Liam,m
12778,Lian,mf
12779,Liāna,f
12780,Liana,f
12781,Liane,f
12782,Lianne,f
12783,Lias,m
12784,Liat,f
12785,Liba,f
12786,Libbie,f
12787,Libby,f
12788,Liběna,f
12789,Liber,m
12790,Liberata,f
12791,Liberato,m
12792,Liberatore,m
12793,Liberatus,m
12794,Liberia,f
12795,Liberius,m
12796,Liberty,f
12797,Libi,f
12798,Libitina,f
12799,Libor,m
12800,Liboria,f
12801,Liborio,m
12802,Liborius,m
12803,Libuše,f
12804,Lída,f
12805,Liddy,f
12806,Lídia,f
12807,Lidia,f
12808,Lidija,f
12809,Lidiya,f
12810,Lidka,f
12811,Lidmila,f
12812,Lidochka,f
12813,Lidziya,f
12814,Lieber,m
12815,Lieke,f
12816,Liêm,m
12817,Liên,f
12818,Lien,f
12819,Liepa,f
12820,Lies,f
12821,Liesa,f
12822,Liesbeth,f
12823,Liese,f
12824,Liesel,f
12825,Lieselotte,f
12826,Liesje,f
12827,Liesl,f
12828,Lieve,f
12829,Lieven,m
12830,Lievin,m
12831,Līga,f
12832,Ligaya,f
12833,Ligeia,f
12834,Lígia,f
12835,Ligia,f
12836,Ligita,f
12837,Lihi,f
12838,Liidia,f
12839,Liina,f
12840,Liis,f
12841,Liisa,f
12842,Liisi,f
12843,Liisu,f
12844,Lijsbeth,f
12845,Lila,f
12846,Lilac,f
12847,Lilach,f
12848,Lilah,f
12849,Lilavati,f
12850,Líle,f
12851,Lileas,f
12852,Lili,f
12853,Lilia,f
12854,Lílian,f
12855,Lilian,fm
12856,Liliána,f
12857,Liliana,f
12858,Liliane,f
12859,Lilianna,f
12860,Lilianne,f
12861,Lilias,f
12862,Lilibet,f
12863,Lilibeth,f
12864,Lilien,f
12865,Lilija,f
12866,Lilijana,f
12867,Lilita,f
12868,Lilith,f
12869,Liliya,f
12870,Lilja,f
12871,Liljana,f
12872,Lilla,f
12873,Lilli,f
12874,Lillia,f
12875,Lillian,f
12876,Lilliana,f
12877,Lillias,f
12878,Lillie,f
12879,Lilly,f
12880,Lilo,f
12881,Lilou,f
12882,Lily,f
12883,Lilya,f
12884,Lilyana,f
12885,Lim,mf
12886,Limbani,mf
12887,Limbikani,mf
12888,Lin,mf
12889,Līna,f
12890,Lina,f
12891,Linas,m
12892,Lincoln,m
12893,Linda,f
12894,Linde,f
12895,Linden,m
12896,Lindita,f
12897,Lindiwe,f
12898,Lindon,m
12899,Lindsay,fm
12900,Lindsey,fm
12901,Lindsie,f
12902,Lindy,mf
12903,Line,f
12904,Linette,f
12905,Linford,m
12906,Ling,fm
12907,Linh,fm
12908,Linn,f
12909,Linnaea,f
12910,Linnéa,f
12911,Linnea,f
12912,Linnet,f
12913,Linnette,f
12914,Linnie,f
12915,Lino,m
12916,Linos,m
12917,Linsay,f
12918,Linsey,f
12919,Linton,m
12920,Linus,m
12921,Linwood,m
12922,Linza,f
12923,Linzi,f
12924,Lionel,m
12925,Lior,mf
12926,Liora,f
12927,Liorit,f
12928,Liouba,f
12929,Lioubov,f
12930,Lir,m
12931,Liraz,mf
12932,Liron,mf
12933,Lis,f
12934,Lisa,f
12935,Lisandro,m
12936,Lisanne,f
12937,Lisbet,f
12938,Lisbeth,f
12939,Lise,f
12940,Liselot,f
12941,Liselott,f
12942,Liselotte,f
12943,Lisette,f
12944,Lisha,f
12945,Lishan,fm
12946,Liss,f
12947,Lissa,f
12948,Lissi,f
12949,Lita,f
12950,Lital,f
12951,Liubou,f
12952,Liubov,f
12953,Liucija,f
12954,Liudevit,m
12955,Liudmila,f
12956,Liudmyla,f
12957,Liudvika,f
12958,Liudvikas,m
12959,Liupold,m
12960,Liùsaidh,f
12961,Liv,f
12962,Līva,f
12963,Liva,f
12964,Live,f
12965,Lívia,f
12966,Livia,f
12967,Liviana,f
12968,Livianus,m
12969,Livie,f
12970,Livio,m
12971,Liviu,m
12972,Livius,m
12973,Livna,f
12974,Livnat,f
12975,Livvy,f
12976,Livy,mf
12977,Liwia,f
12978,Liz,f
12979,Liza,f
12980,Lizaveta,f
12981,Lizbeth,f
12982,Lize,f
12983,Lizette,f
12984,Lizzie,f
12985,Lizzy,f
12986,Ljerka,f
12987,Ljilja,f
12988,Ljiljana,f
12989,Ljuba,mf
12990,Ljuban,m
12991,Ljube,m
12992,Ljuben,m
12993,Ljubena,f
12994,Ljubica,f
12995,Ljubinka,f
12996,Ljubiša,m
12997,Ljubo,m
12998,Ljubomir,m
12999,Ljudevit,m
13000,Ljudmil,m
13001,Ljudmila,f
13002,Ljupcho,m
13003,Ljupčo,m
13004,Lleu,m
13005,Lleucu,f
13006,Llew,m
13007,Llewella,f
13008,Llewellyn,m
13009,Llewelyn,m
13010,Llinos,f
13011,Llorenç,m
13012,Lloyd,m
13013,Lluc,m
13014,Llúcia,f
13015,Lluís,m
13016,Lluïsa,f
13017,Llyr,m
13018,Llywellyn,m
13019,Llywelyn,m
13020,Lo,f
13021,Loan,mf
13022,Loane,f
13023,Loann,m
13024,Lochan,m
13025,Lochana,f
13026,Lochlainn,m
13027,Lochlann,m
13028,Lockie,m
13029,Lodewijk,m
13030,Lodovico,m
13031,Lóegaire,m
13032,Loek,m
13033,Loes,f
13034,Logan,mf
13035,Lohan,m
13036,Loïc,m
13037,Loida,f
13038,Loís,m
13039,Lois,fm
13040,Lojze,m
13041,Loke,m
13042,Loki,m
13043,Lola,f
13044,Lolicia,f
13045,Lolita,f
13046,Lomán,m
13047,Lommán,m
13048,Lon,m
13049,Lonán,m
13050,London,fm
13051,Londyn,f
13052,Lone,f
13053,Long,m
13054,Longin,m
13055,Longina,f
13056,Longinus,m
13057,Longwang,m
13058,Lonnie,m
13059,Lonny,m
13060,Lope,m
13061,Lopo,m
13062,Lor,m
13063,Lora,f
13064,Loraine,f
13065,Lorainne,f
13066,Loránd,m
13067,Lóránt,m
13068,Lorayne,f
13069,Lorcán,m
13070,Lorccán,m
13071,Lore,f
13072,Lorea,f
13073,Loredana,f
13074,Loreen,f
13075,Lorelei,f
13076,Lorelle,f
13077,Loren,mf
13078,Lorena,f
13079,Lorencio,m
13080,Lorene,f
13081,Lorens,m
13082,Lorenz,m
13083,Lorenza,f
13084,Lorenzo,m
13085,Loreta,f
13086,Loreto,fm
13087,Loretta,f
13088,Lorette,f
13089,Lori,f
13090,Lorie,f
13091,Lorin,mf
13092,Lőrinc,m
13093,Lorinda,f
13094,Loris,m
13095,Lorita,f
13096,Lorn,m
13097,Lorna,f
13098,Lorne,m
13099,Lorraine,f
13100,Lorri,f
13101,Lorrie,f
13102,Lorrin,mf
13103,Lot,m
13104,Lotario,m
13105,Lothair,m
13106,Lothaire,m
13107,Lothar,m
13108,Lotta,f
13109,Lotte,f
13110,Lotti,f
13111,Lottie,f
13112,Lotus,f
13113,Lou,fm
13114,Louane,f
13115,Louella,f
13116,Louhi,f
13117,Loui,m
13118,Louie,m
13119,Louis,m
13120,Louisa,f
13121,Louise,f
13122,Louisette,f
13123,Louiza,f
13124,Louka,m
13125,Loukas,m
13126,Loukianos,m
13127,Loukios,m
13128,Louna,f
13129,Loup,m
13130,Lourdes,f
13131,Lourenço,m
13132,Lourens,m
13133,Lova,f
13134,Love,mf
13135,Lovel,m
13136,Lovell,m
13137,Lovemore,m
13138,Loviatar,f
13139,Loviisa,f
13140,Loviise,f
13141,Lovis,f
13142,Lovisa,f
13143,Lovise,f
13144,Lovorka,f
13145,Lovre,m
13146,Lovrenc,m
13147,Lovrenco,m
13148,Lovro,m
13149,Lowell,m
13150,Lowie,m
13151,Lowri,f
13152,Loyd,m
13153,Lú,m
13154,Luan,m
13155,Luana,f
13156,Luann,f
13157,Luanna,f
13158,Luanne,f
13159,Ľuba,f
13160,Luba,f
13161,Lubbert,m
13162,Luben,m
13163,Ľubica,f
13164,Lubna,f
13165,Lubomierz,m
13166,Ľubomír,m
13167,Lubomír,m
13168,Lubomir,m
13169,Ľubomíra,f
13170,Lubomíra,f
13171,Ľuboš,m
13172,Luboš,m
13173,Lubov,f
13174,Ļubova,f
13175,Luc,m
13176,Luca,mf
13177,Lucan,m
13178,Lucanus,m
13179,Lúcás,m
13180,Lucas,m
13181,Lucasta,f
13182,Luce,f
13183,Lucetta,f
13184,Lucette,f
13185,Lucho,m
13186,Lúcia,f
13187,Lucía,f
13188,Lucia,f
13189,Lucian,m
13190,Luciana,f
13191,Luciano,m
13192,Lucianus,m
13193,Lucie,f
13194,Lucien,m
13195,Lucienne,f
13196,Lucifer,m
13197,Lūcija,f
13198,Lucija,f
13199,Lucijan,m
13200,Lucila,f
13201,Lucile,f
13202,Lucília,f
13203,Lucilia,f
13204,Lucilio,m
13205,Lucilius,m
13206,Lucilla,f
13207,Lucille,f
13208,Lucina,f
13209,Lucinda,f
13210,Lucinde,f
13211,Lucine,f
13212,Lucineh,f
13213,Lúcio,m
13214,Lucio,m
13215,Lucius,m
13216,Łucja,f
13217,Łucjan,m
13218,Lucjan,m
13219,Luĉjo,m
13220,Lucjusz,m
13221,Lucky,mf
13222,Lucrèce,fm
13223,Lucretia,f
13224,Lucretius,m
13225,Lucrezia,f
13226,Lucy,f
13227,Lucyna,f
13228,Ludde,m
13229,Luděk,m
13230,Ludger,m
13231,Ludis,m
13232,Ludivine,f
13233,Ludmiła,f
13234,Ludmila,f
13235,Ludmilla,f
13236,Ludo,m
13237,Ludolf,m
13238,Ludovic,m
13239,Ludovica,f
13240,Ludovico,m
13241,Ludovicus,m
13242,Ludoviko,m
13243,Ľudovít,m
13244,Ludvig,m
13245,Ludvigs,m
13246,Ludvík,m
13247,Ludvik,m
13248,Ludwig,m
13249,Ludwik,m
13250,Ludwika,f
13251,Luella,f
13252,Lug,m
13253,Lugaid,m
13254,Lugalbanda,m
13255,Lugh,m
13256,Lughaidh,m
13257,Lugos,m
13258,Lugubelenus,m
13259,Lugus,m
13260,Luigi,m
13261,Luigia,f
13262,Luigina,f
13263,Luigino,m
13264,Luigsech,f
13265,Luís,m
13266,Luis,m
13267,Luísa,f
13268,Luisa,f
13269,Luis Ángel,m
13270,Luise,f
13271,Luíseach,f
13272,Luisella,f
13273,Luisina,f
13274,Luisinho,m
13275,Luisita,f
13276,Luisito,m
13277,Luitgard,f
13278,Luitger,m
13279,Luitpold,m
13280,Luiz,m
13281,Luiza,f
13282,Lujayn,f
13283,Lujza,f
13284,Luka,m
13285,Lukács,m
13286,Lukáš,m
13287,Lukas,m
13288,Łukasz,m
13289,Luke,m
13290,Luken,m
13291,Luknė,f
13292,Luksa,f
13293,Lukyan,m
13294,Lula,fm
13295,Lule,f
13296,Lulit,f
13297,Luljeta,f
13298,Lulu,f
13299,Lumi,f
13300,Luminița,f
13301,Lumír,m
13302,Lumusi,f
13303,Luna,f
13304,Luned,f
13305,Lunete,f
13306,Lungile,fm
13307,Luningning,f
13308,Lupe,fm
13309,Lupita,f
13310,Lupus,m
13311,Lurdes,f
13312,Lusine,f
13313,Lusineh,f
13314,Lütfi,m
13315,Lutfi,m
13316,Lütfiye,f
13317,Lütfü,m
13318,Lutgard,f
13319,Lutgarde,f
13320,Lutgardis,f
13321,Luther,m
13322,Lúðvík,m
13323,Lutz,m
13324,Luuk,m
13325,Luukas,m
13326,Luule,f
13327,Luus,f
13328,Luvenia,f
13329,Luvinia,f
13330,Lux,fm
13331,Luz,f
13332,Luzia,f
13333,Luzviminda,f
13334,Lya,f
13335,Lyall,m
13336,Lyam,m
13337,Lyana,f
13338,Lyanna,f
13339,Lycurgus,m
13340,Lycus,m
13341,Lyda,f
13342,Lýdia,f
13343,Lydia,f
13344,Lýdie,f
13345,Lydie,f
13346,Lydos,m
13347,Lygia,f
13348,Lykke,f
13349,Lykos,m
13350,Lykourgos,m
13351,Lyla,f
13352,Lylah,f
13353,Lyle,m
13354,Lylou,f
13355,Lyn,f
13356,Lyna,f
13357,Lynda,f
13358,Lyndi,f
13359,Lyndon,m
13360,Lyndsay,f
13361,Lyndsea,f
13362,Lyndsey,f
13363,Lynette,f
13364,Lynn,fm
13365,Lynna,f
13366,Lynne,f
13367,Lynnette,f
13368,Lynsay,f
13369,Lynsey,f
13370,Lynton,m
13371,Lynwood,m
13372,Lyosha,m
13373,Lyov,m
13374,Lyra,f
13375,Lyric,fm
13376,Lys,f
13377,Lysander,m
13378,Lysandra,f
13379,Lysandros,m
13380,Lysanne,f
13381,Lysette,f
13382,Lysimachos,m
13383,Lysimachus,m
13384,Lysistrata,f
13385,Lysistrate,f
13386,Lyssa,f
13387,Lyuba,f
13388,Lyuben,m
13389,Lyubochka,f
13390,Lyubomir,m
13391,Lyubov,f
13392,Lyudmil,m
13393,Lyudmila,f
13394,Lyudmyla,f
13395,Lyydia,f
13396,Lyyti,f
13397,Maacah,fm
13398,Maachah,fm
13399,Maaike,f
13400,Ma'akhah,fm
13401,Maala,f
13402,Maalik,m
13403,Maan,m
13404,Maaria,f
13405,Maarika,f
13406,Maarit,f
13407,Maarja,f
13408,Maarten,m
13409,Maartje,f
13410,Maas,m
13411,Maata,f
13412,Maayan,fm
13413,Mabel,f
13414,Mabella,f
13415,Mabelle,f
13416,Mable,f
13417,Mabon,m
13418,Mabyn,f
13419,Macarena,f
13420,Macaria,f
13421,Macario,m
13422,Macarius,m
13423,Macaulay,m
13424,Macauley,m
13425,Mac Beatha,m
13426,Macbeth,m
13427,Macey,f
13428,Machalat,f
13429,Machlah,fm
13430,Machli,m
13431,Machteld,f
13432,Maci,f
13433,Macie,f
13434,Maciej,m
13435,Mack,m
13436,Mackenzie,fm
13437,Macsen,m
13438,Macy,f
13439,Madai,m
13440,Madailéin,f
13441,Madalena,f
13442,Mădălina,f
13443,Madalitso,mf
13444,Madalyn,f
13445,Madara,f
13446,Mädchen,f
13447,Maddalena,f
13448,Maddie,f
13449,Maddison,f
13450,Maddox,m
13451,Maddy,f
13452,Made,mf
13453,Madelaine,f
13454,Madeleine,f
13455,Madelief,f
13456,Madelina,f
13457,Madeline,f
13458,Madelon,f
13459,Madelyn,f
13460,Madelynn,f
13461,Madge,f
13462,Madhav,m
13463,Madhava,m
13464,Madhavi,f
13465,Madhu,fm
13466,Madhukar,m
13467,Madhur,mf
13468,Madhuri,f
13469,Madilyn,f
13470,Madilynn,f
13471,Mədinə,f
13472,Madina,f
13473,Madis,m
13474,Madison,fm
13475,Madisyn,f
13476,Madlenka,f
13477,Madlyn,f
13478,Madoc,m
13479,Madog,m
13480,Madoline,f
13481,Madona,f
13482,Madonna,f
13483,Mads,m
13484,Madyson,f
13485,Mae,f
13486,Máedóc,m
13487,Maegan,f
13488,Maeghan,f
13489,Mæja,f
13490,Maël,m
13491,Mael,m
13492,Maela,f
13493,Máel Coluim,m
13494,Maeleachlainn,m
13495,Maeleth,f
13496,Maëlie,f
13497,Maëlle,f
13498,Máel Máedóc,m
13499,Máel Sechlainn,m
13500,Máel Sechnaill,m
13501,Maëlys,f
13502,Maeva,f
13503,Maeve,f
13504,Mafalda,f
13505,Magahet,m
13506,Magali,f
13507,Magalie,f
13508,Magda,f
13509,Magdalen,f
13510,Magdaléna,f
13511,Magdalena,f
13512,Magdalene,f
13513,Magdalina,f
13514,Magdalini,f
13515,Magdi,fm
13516,Magdolna,f
13517,Magdy,m
13518,Maggie,f
13519,Mághnus,m
13520,Magne,m
13521,Magnhild,f
13522,Magnhildr,f
13523,Magni,m
13524,Magnolia,f
13525,Magnús,m
13526,Magnus,m
13527,Magomed,m
13528,Magomedkhan,m
13529,Magomet,m
13530,Maha,f
13531,Mahala,f
13532,Mahalah,m
13533,Mahalath,f
13534,Mahali,m
13535,Mahalia,f
13536,Mahamadou,m
13537,Məhəmməd,m
13538,Mahammad,m
13539,Mahatma,m
13540,Mahaut,f
13541,Mahavir,m
13542,Mahavira,m
13543,Mahdi,m
13544,Mahendra,m
13545,Mahershala,m
13546,Mahesh,m
13547,Mahesha,m
13548,Mahfuz,m
13549,Mahin,f
13550,Mahinder,mf
13551,Mahine,f
13552,Mahir,m
13553,Mahlah,fm
13554,Mahli,m
13555,Mahmood,m
13556,Mahmoud,m
13557,Mahmud,m
13558,Mahmut,m
13559,Mahomet,m
13560,Mahometus,m
13561,Mahon,m
13562,Mahpiya,m
13563,Mahsa,f
13564,Mahtab,f
13565,Mahthildis,f
13566,Mahulena,f
13567,Mahvash,f
13568,Mahzun,m
13569,Mai,f
13570,Maïa,f
13571,Maia,f
13572,Maialen,f
13573,Maiara,f
13574,Maider,f
13575,Maie,f
13576,Maighread,f
13577,Maija,f
13578,Maike,f
13579,Maikel,m
13580,Maiken,f
13581,Maile,f
13582,Mailys,f
13583,Maimu,f
13584,Maina,m
13585,Mainchín,m
13586,Mainio,m
13587,Mair,f
13588,Máire,f
13589,Maire,f
13590,Mairéad,f
13591,Mairead,f
13592,Mairenn,f
13593,Màiri,f
13594,Máirín,f
13595,Máirtín,m
13596,Mairwen,f
13597,Maisie,f
13598,Maisy,f
13599,Maite,f
13600,Maitiú,m
13601,Maitland,mf
13602,Maj,mf
13603,Maja,f
13604,Majda,f
13605,Majdi,m
13606,Majid,m
13607,Majken,f
13608,Major,m
13609,Makaio,m
13610,Makana,mf
13611,Makar,m
13612,Makara,mf
13613,Makari,m
13614,Makarios,m
13615,Makariy,m
13616,Makayla,f
13617,Makbule,f
13618,Makeda,f
13619,Makena,fm
13620,Makenna,f
13621,Makenzie,f
13622,Makhamat,m
13623,Makhmud,m
13624,Makoto,mf
13625,Makram,m
13626,Maks,m
13627,Maksim,m
13628,Maksimilian,m
13629,Maksimilijan,m
13630,Maksym,m
13631,Maksymilian,m
13632,Makvala,f
13633,Mala,f
13634,Malachi,m
13635,Malachy,m
13636,Malai,f
13637,Malaika,f
13638,Malak,fm
13639,Malakai,m
13640,Mal'akhi,m
13641,Malalai,f
13642,Malandra,f
13643,Malati,f
13644,Malcolm,m
13645,Malcom,m
13646,Maldwyn,m
13647,Maleah,f
13648,Maleficent,f
13649,Maleko,m
13650,Malena,f
13651,Malene,f
13652,Małgorzata,f
13653,Małgosia,f
13654,Mali,f
13655,Malia,f
13656,Mālie,f
13657,Malik,m
13658,Malika,f
13659,Malin,f
13660,Malina,f
13661,Malinalli,f
13662,Malinda,f
13663,Malini,f
13664,Malka,f
13665,Malkhaz,m
13666,Malkhazi,m
13667,Mallaidh,f
13668,Malle,f
13669,Mallory,f
13670,Mallt,f
13671,Malo,m
13672,Malone,mf
13673,Malou,f
13674,Malte,m
13675,Malthe,m
13676,Malvina,f
13677,Malvolio,m
13678,Malwina,f
13679,Mamadou,m
13680,Mamadu,m
13681,Mamen,f
13682,Mami,f
13683,Mamie,f
13684,Məmməd,m
13685,Mamoun,m
13686,Mamuka,m
13687,Mamun,m
13688,Manaem,m
13689,Managold,m
13690,Manahem,m
13691,Manaia,fm
13692,Manami,f
13693,Manana,f
13694,Manas,m
13695,Manasseh,m
13696,Manasses,m
13697,Manca,f
13698,Manda,f
13699,Mandawuy,m
13700,Mandeep,mf
13701,Mandi,f
13702,Mandica,f
13703,Mandla,m
13704,Mandlenkosi,m
13705,Mandy,f
13706,Manel,m
13707,Manfred,m
13708,Manfredi,m
13709,Manfredo,m
13710,Manfried,m
13711,Mangatjay,m
13712,Mani,m
13713,Maninder,mf
13714,Manish,m
13715,Manisha,f
13716,Manius,m
13717,Manjeet,mf
13718,Manju,f
13719,Manjula,f
13720,Manjusha,f
13721,Manley,m
13722,Manlio,m
13723,Manlius,m
13724,Mannes,m
13725,Mannix,m
13726,Manno,m
13727,Manny,m
13728,Manoel,m
13729,Manoela,f
13730,Manoj,m
13731,Manoja,m
13732,Manola,f
13733,Manolo,m
13734,Manon,f
13735,Manouel,m
13736,Manpreet,fm
13737,Måns,m
13738,Mansel,m
13739,Mansoor,m
13740,Mansur,m
13741,Mantas,m
13742,Mantvydas,m
13743,Manu,mf
13744,Manuel,m
13745,Manuela,f
13746,Manuele,m
13747,Manuelita,f
13748,Manus,m
13749,Manya,f
13750,Manyara,f
13751,Mao,fm
13752,Maoilios,m
13753,Maolsheachlann,m
13754,Maor,m
13755,Maple,f
13756,Maqsood,m
13757,Maqsud,m
13758,Maquinna,m
13759,Mar,f
13760,Māra,f
13761,Mara,f
13762,Maraĵa,f
13763,Maral,f
13764,Maralyn,f
13765,Maram,fm
13766,Marama,f
13767,Marat,m
13768,Marc,m
13769,Marcas,m
13770,Marceau,m
13771,Marcel,m
13772,Marcela,f
13773,Marceli,m
13774,Marcelin,m
13775,Marcelina,f
13776,Marceline,f
13777,Marcelinho,m
13778,Marcelino,m
13779,Marcell,m
13780,Marcella,f
13781,Marcelle,f
13782,Marcellette,f
13783,Marcellin,m
13784,Marcellina,f
13785,Marcelline,f
13786,Marcellino,m
13787,Marcellinus,m
13788,Marcello,m
13789,Marcellus,m
13790,Marcelo,m
13791,Marcelyn,f
13792,Marci,f
13793,Márcia,f
13794,Marcia,f
13795,Marcial,m
13796,Marciana,f
13797,Marciane,f
13798,Marciano,m
13799,Marcianus,m
13800,Marcie,f
13801,Marcin,m
13802,Márcio,m
13803,Marcio,m
13804,Mārcis,m
13805,Marcius,m
13806,Marco,m
13807,Marcos,m
13808,Marcus,m
13809,Marcy,f
13810,Marduk,m
13811,Mare,f
13812,Mared,f
13813,Maredudd,m
13814,Maree,f
13815,Mareike,f
13816,Marek,m
13817,Mareks,m
13818,Maren,f
13819,Maret,f
13820,Marfa,f
13821,Marga,f
13822,Margaid,f
13823,Margalit,f
13824,Margalita,f
13825,Marganita,f
13826,Margareeta,f
13827,Margaret,f
13828,Margaréta,f
13829,Margareta,f
13830,Margarete,f
13831,Margaretha,f
13832,Margarethe,f
13833,Margaretta,f
13834,Margarid,f
13835,Margarida,f
13836,Margarit,f
13837,Margarita,f
13838,Margaux,f
13839,Marge,f
13840,Marged,f
13841,Margery,f
13842,Margh,m
13843,Margherita,f
13844,Margie,f
13845,Margit,f
13846,Margita,f
13847,Margitta,f
13848,Margo,f
13849,Margot,f
13850,Margreet,f
13851,Margrét,f
13852,Margrete,f
13853,Margrethe,f
13854,Margriet,f
13855,Margrit,f
13856,Marguerite,f
13857,Margus,m
13858,Marharyta,f
13859,Mari,f
13860,Mária,f
13861,María,fm
13862,Maria,fm
13863,María Ángeles,f
13864,María Belén,f
13865,Mariabella,f
13866,María Carmen,f
13867,Maria Chiara,f
13868,María Cristina,f
13869,María de Jesús,f
13870,María del Carmen,f
13871,María de los Ángeles,f
13872,María Dolores,f
13873,María Fernanda,f
13874,Maria Francesca,f
